HelpfulnessNumerator,HelpfulnessDenominator,Score,Summary,Text
0,0,4,very nice!,"Found it at Whole Foods. It doesn't taste much like coffee but it's good in a different way, and definitely has similarities. I was expecting to have to put milk and maybe sugar in it like I do with coffee (not a fan of black, sorry) but I'm really liking it plain. Might change it up eventually, but on its own it's very good, a unique and interesting flavor. A little burnt. I like burnt."
11,11,5,Best Ingredients in Fancy Brand,"Flaked Fish and Shrimp most likely has the best ingredients in Fancy brand.  As another review pointed out, it's 15% more protein.  Not only that, if you look at the ingredients list, you can see ""Ocean Fish, Fish Broth, Shrimp"" at the top of the list.  The rule is that higher percentage component in the food goes first.  Having ocean fish and shrimp is great, as opposed to ""liver or meat-by-product"".  In fact, there is no meat-by-product in the list.<br /><br />Of course, it's also that my cat likes to eat this. Therefore, I subscribe to this on Amazon as my cat's regular meal."
0,0,4,Lily & Lolas Fun Chews,Received the Greenies and immediately gave 1 to each of my dogs. Lola chewed hers right away and loved it. Lily hides hers and then eats it later. Nice size and good price. Both dogs enjoy Greenies.
0,1,1,Disappointed with this purchase,"I ordered this teabag sampler after trying a pomegranate tea of this same brand. The item reached me very quick after ordering but, these tea bags are really a waste of money. Not at all satisfied with them. They don't have that aroma you would expect from a premium green teas. I would never buy this again."
4,5,3,Both good and bad results,On the good side it helps me with nighttime leg cramps.<br />On the bad side it gives me diarrhea.<br />Trying to change the amount to see if I can lessen the bad results...
0,1,3,It's Ok. Best I Have Found So Far,"This is the best Hot Cocoa I have found so far, BUT I hope I can find better. It's not real chocolately. Wish it were a bit sweeter but on the whole, I would buy it again if I can't find better."
2,2,5,Best Candy Ever!,I love this candy and it is hard to come by this flavor.  Great price.  It is lasting me a long time and I can give away to friends and family.  The right way to enjoy chewy spree is to suck on it for 10 to 15 seconds and then chew.
1,3,3,"I didn't like these, but maybe they are good for you...","These drink are good enought that if you are buying them for health you will like them, but don't think they will be a nice treat to have, there is very little flavor in them."
1,1,5,Flavorful Coffee,"I grew up with this can around my house -my parents, like me, are coffee drinkers. Somehow it got phased out by my teens but I picked up a can at my local asian supermarket around three months ago.<br /><br />The first couple of cups of this was wonderful, dark, and flavorful. I loved the taste but got bored. Then I went back to my Columbian Coffee. Something still wasn't right. Now I use a 1:2 ratio of Cafe Du Monde to Columbian and haven't looked back. I cannot have my coffee any other way now. My local coffee shops rarely see my face these days because of this small orange can.<br /><br />Cafe Du Monde is coarsely grounded and has a darker brown color than most other coffees. It's not hard to see the difference if you mixed the two in a single can (which I did). Coffee Addicts need to get a can at least once in their life."
4,4,1,Bland tasting,"I bought this because I would buy Kirkland (Costco's brand) instant mac 'n' cheese and almost always only use the cheese powder as a quick way to make mac n cheese with my favorite pasta. When it came in the mail (quick shipping), I noticed that it has no packaging date, sell by date, or expiration date. I found that a little odd and was iffy to use it but tried it out anyway. From reading other reviews that it tasted similar to them as using store brand powdered cheese, I made my recipe with the usual amount of pasta and put an equal amount of cheese powder as the box would have. It tasted bland to me and my boyfriend. We added more powder but still nothing much. Then some salt this time and it was a TAD bit better but not much. Given the vague packaging of this product and the bland taste of the powder, I'll stick with using individual boxes of mac n cheese powder."
0,0,5,Excellent Flavor,This coffee has a full bodied flavor without being overwhelming.  It's not too weak or acidic like other decafs I've tried.  I will definitely buy again.
0,0,5,I Love Kind Bars,"Great at all times of day! I munch a Kind Bar during the day for a snack or after dinner for dessert. These bars are fulfilling, hitting my sweet tooth and filling me up. A++++"
0,1,5,Eight Oclock Coffee,I am satisfied with this product and purchase. The item was delivered earlier than expected. The only draw back was Amazon apparently set me up on a revolving delivery account without my request or permission. Please be alert for revolving accounts.
4,5,4,Apricots for eating,Good taste.  Took a long time to get shipped but they were worth waiting for.  Good price as well.
0,0,5,Delicious and enjoyable over ice,"I really enjoyed this iced Cappucino, even though it was from a can. Poured over ice in a nice clear glass, it looks and tastes like the fresh brewed real deal. I had never tried this before being offered a free Vine sample, and now I'm sold."
